,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
285,Barcelona,20,ES,1541368800,77,41.38,2.18,60.8,4.6975662090000005
286,Edd,0,ER,1541371213,68,13.93,41.69,67.19180000000009,2.3935218303
287,Egvekinot,88,RU,1541371213,93,66.32,-179.17,25.16180000000004,2.7290622738
288,Goderich,68,CA,1541371214,79,43.74,-81.71,42.89180000000008,21.8548675533
289,Taebla,32,EE,1541371214,96,58.95,23.74,40.82180000000002,8.2095561843
290,Kalga,0,RU,1541371215,60,50.92,118.9,3.3817999999999984,3.5119899753
291,Cabo San Lucas,5,MX,1541368260,39,22.89,-109.91,84.2,12.750536853
292,Victoria,75,BN,1541368800,94,5.28,115.24,78.80000000000001,1.7224409433
293,Skibbereen,75,IE,1541370600,93,51.55,-9.27,48.2,11.408375078999999
294,Pangnirtung,32,CA,1541371223,100,66.15,-65.72,8.196800000000017,7.538475297300001
295,Wagar,92,US,1541371223,99,31.44,-87.99,68.54180000000008,6.7555475958
296,Corpus Christi,90,US,1541370660,63,27.8,-97.4,75.92000000000007,10.289906934
297,Kaeo,88,NZ,1541371224,57,-35.1,173.78,64.31180000000003,13.5782032803
298,Atikokan,92,CA,1541371224,79,48.76,-91.62,37.08680000000004,9.663564772800001
299,Matagami,36,NG,1541371227,100,9.67,8.4,69.30680000000001,3.9593772333
300,Opuwo,0,NA,1541371227,54,-18.06,13.84,65.84180000000009,4.9659985638
301,Jasper,100,US,1541368560,72,33.83,-87.28,64.94000000000003,2.6172154593
302,San Cristobal,40,EC,1541368800,63,-0.39,-78.55,60.8,11.408375078999999
303,Poum,24,MK,1541371228,88,41.28,20.71,34.11680000000008,1.7224409433
304,Show Low,1,US,1541368500,24,34.25,-110.03,64.04000000000002,14.987473143
305,San Carlos de Bariloche,75,AR,1541368800,87,-41.13,-71.31,42.8,25.277380077000004
306,Saint George,20,GR,1541368200,76,39.45,22.34,55.400000000000006,5.816034354
307,Kruisfontein,0,ZA,1541371229,88,-34.0,24.73,59.13680000000004,5.9726198943
308,Princeton,90,US,1541369700,93,41.37,-89.46,54.860000000000085,4.6975662090000005
309,Lorengau,68,PG,1541371229,100,-2.02,147.27,83.7068,4.0712240478
310,Mombetsu,92,JP,1541371229,100,44.35,143.35,47.21180000000004,8.0977093698
311,Llanelli,92,GB,1541370000,93,51.68,-4.16,51.8,13.869004998000001
312,Nacala,0,MZ,1541371231,95,-14.56,40.69,75.47180000000003,12.7952755788
313,Bermejo,48,AR,1541371234,90,-22.73,-64.34,74.34680000000003,2.3935218303
314,Westport,68,IE,1541371103,99,53.8,-9.52,43.34180000000008,3.0646027173
315,Coahuayana,92,MX,1541371234,90,18.62,-100.35,67.41680000000008,2.2816750158
316,Mongo,8,CF,1541371234,93,4.83,22.92,70.79180000000008,2.0579813868000003
317,Lisakovsk,88,KZ,1541371234,73,52.55,62.49,34.6568,16.374373642800002
318,Nhulunbuy,64,AU,1541368800,74,-12.18,136.78,84.2,4.6975662090000005
319,Laguna,5,MX,1541367720,19,27.52,-110.01,89.6,8.052970644
320,Tezu,100,IN,1541371235,100,27.93,96.16,53.1068,1.6105941288
321,San Vicente,0,SV,1541368200,94,13.64,-88.78,80.6,2.23693629
322,Robertsport,48,LR,1541371245,100,6.75,-11.37,81.68180000000001,4.4067644913
323,Guerrero Negro,0,MX,1541371245,41,27.97,-114.04,78.7568,7.4266284828
324,Curuguaty,24,PY,1541371245,79,-24.47,-55.69,77.81180000000003,3.8475304188
325,Phalombe,0,MW,1541371246,87,-15.81,35.65,63.18680000000004,3.2882963463
326,Ossora,92,RU,1541371246,100,59.24,163.07,31.956799999999998,27.1116678348
327,Namatanai,32,PG,1541371255,100,-3.66,152.44,84.24680000000002,4.9659985638
328,Suvorov,0,RU,1541371255,94,54.12,36.5,33.93680000000004,3.9593772333
329,Margate,75,AU,1541368800,76,-43.03,147.26,57.2,6.934502499000001
330,Nioro,20,GM,1541371256,50,13.79,-15.05,79.43180000000001,5.5252326363
331,Necochea,88,AR,1541371256,58,-38.55,-58.74,73.22180000000003,16.0388331993
332,San Andres,48,PH,1541371265,100,13.32,122.68,81.86180000000004,18.6113099328
333,Omboue,92,GA,1541371266,100,-1.57,9.26,79.11680000000008,9.5517179583
334,Kahului,20,US,1541368560,59,20.89,-156.47,87.08000000000004,17.224409433
335,Flin Flon,90,CA,1541368800,89,54.77,-101.88,35.6,4.6975662090000005
336,Basoko,0,CD,1541371268,97,1.23,23.61,71.64680000000001,2.6172154593
337,Caledon,76,ZA,1541371270,99,-34.23,19.43,53.28680000000004,5.9726198943
338,Lompoc,1,US,1541368680,67,34.64,-120.46,75.02000000000007,18.342877578
339,Cidreira,0,BR,1541371273,88,-30.17,-50.22,61.38680000000004,9.1043307003
340,Nguru,8,NG,1541371273,40,12.88,10.45,66.92180000000002,4.9659985638
341,Faya,0,SA,1541368800,87,18.39,42.45,57.2,2.1698282013
342,Adwa,64,ET,1541371274,97,14.16,38.9,54.41180000000004,2.6172154593
343,Vaijapur,48,IN,1541371274,95,19.92,74.72,67.68680000000003,1.9461345723
344,Aquiraz,20,BR,1541368800,74,-3.9,-38.39,80.6,8.052970644
345,Walvis Bay,0,NA,1541368800,62,-22.95,14.51,59.0,3.355404435
346,Itaituba,48,BR,1541371275,99,-4.26,-55.99,76.82180000000002,2.0579813868000003
347,Zlitan,0,LY,1541371275,91,32.47,14.57,62.51180000000004,9.4398711438
348,Burnie,92,AU,1541371276,99,-41.05,145.91,56.12180000000002,12.4597351353
349,Luderitz,64,NA,1541368800,82,-26.65,15.16,60.8,14.987473143
350,Coari,20,BR,1541371277,89,-4.09,-63.14,79.52180000000001,2.3935218303
351,Tuatapere,68,NZ,1541371278,88,-46.13,167.69,55.5818,18.4994631183
352,Cockburn Town,48,TC,1541371223,100,21.46,-71.14,81.09680000000003,19.506084448800003
353,Sioux Lookout,40,CA,1541368800,74,50.1,-91.92,39.2,5.816034354
354,Talsi,0,LV,1541370000,93,57.25,22.59,41.0,4.6975662090000005
355,Gloucester,88,GB,1541370000,100,51.87,-2.25,50.0,10.289906934
356,Lashma,88,RU,1541371280,91,54.93,41.14,36.77180000000002,8.768790256800001
357,Mubende,44,UG,1541371280,90,0.56,31.4,61.74680000000002,2.7290622738
358,Terney,88,RU,1541371281,100,45.05,136.61,37.94180000000008,7.538475297300001
359,Balsas,12,BR,1541371017,76,-7.53,-46.04,77.54180000000008,5.0778453783
360,Shingu,76,JP,1541371284,100,33.72,135.99,65.66180000000004,10.670186103299999
361,Namanyere,8,TZ,1541371284,73,-7.51,31.05,62.01680000000008,5.6370794508
362,Damara,40,CF,1541368800,100,4.96,18.7,71.6,4.6975662090000005
363,Baruun-Urt,0,MN,1541371285,71,46.68,113.28,8.96180000000004,7.538475297300001
364,Axim,48,GH,1541371285,100,4.87,-2.24,80.55680000000001,5.4133858218
365,Sola,0,NO,1541370000,70,58.89,5.65,50.0,12.750536853
366,Horizontina,0,BR,1541371285,80,-27.63,-54.31,67.01180000000005,8.4332498133
367,Ostrovnoy,92,RU,1541371147,99,68.05,39.51,31.46180000000004,17.6046886023
368,Suixi,92,CN,1541371310,99,33.92,116.76,58.46180000000004,8.3214029988
369,Vangaindrano,92,MG,1541371310,97,-23.35,47.6,64.22180000000003,5.8607730798
370,Chilca,75,PE,1541368800,81,-13.22,-72.34,51.8,4.6975662090000005
371,Anito,36,PH,1541371311,100,12.45,125.29,80.73680000000004,14.696671425300002
372,Mbuji-Mayi,76,CD,1541371311,94,-6.13,23.6,69.39680000000001,2.6172154593
373,Bolshoye Selo,24,RU,1541371311,97,57.72,38.93,35.64680000000002,6.8673944103
374,Carauari,8,BR,1541371063,84,-4.88,-66.9,80.73680000000004,4.1830708623
375,Smithers,90,CA,1541368800,93,54.78,-127.17,44.6,2.23693629
376,Ukiah,1,US,1541368560,8,39.15,-123.21,78.98000000000005,12.750536853
377,Sorong,64,ID,1541371311,100,-0.86,131.25,83.34680000000003,5.6370794508
378,Hofn,92,IS,1541371312,100,64.25,-15.21,34.971800000000016,4.4067644913
379,Mayor Pablo Lagerenza,36,PY,1541371314,83,-19.93,-60.77,76.64180000000007,11.0057265468
380,Nouadhibou,76,MR,1541368800,73,20.93,-17.03,69.80000000000001,13.869004998000001
381,Wyndham,80,GB,1541370000,93,51.61,-3.54,51.8,11.408375078999999
382,Susurluk,0,TR,1541368200,93,39.91,28.16,60.8,4.6975662090000005
383,Nome,40,US,1541369700,68,30.04,-94.42,69.98000000000005,6.934502499000001
384,Mitu,92,IR,1541371321,98,36.2,46.09,40.2818,1.8342877577999999
385,Tessalit,12,ML,1541371322,30,20.2,1.01,67.68680000000003,5.6370794508
386,Strezhevoy,90,RU,1541368800,85,60.73,77.6,19.4,13.42161774
387,Port-Gentil,40,GA,1541368800,94,-0.72,8.78,78.80000000000001,3.355404435
388,Paka,90,HR,1541370600,100,45.29,18.06,48.2,4.6975662090000005
389,Sitka,76,US,1541371325,36,37.17,-99.65,56.43680000000004,13.8018969093
390,At-Bashi,56,KG,1541371325,82,41.17,75.81,7.1168000000000795,0.9395132418
391,Boyolangu,12,ID,1541371326,72,-8.09,111.9,79.11680000000008,3.9593772333
392,Sikeston,75,US,1541369700,82,36.88,-89.59,60.8,16.105941288
393,Victoria Point,20,AU,1541368800,73,-27.58,153.3,77.0,4.6975662090000005
394,Dudinka,56,RU,1541371329,63,69.41,86.18,3.966800000000081,11.2294201758
395,Kambarka,92,RU,1541371329,97,56.27,54.19,35.46680000000008,8.4332498133
396,Rawson,88,AR,1541371329,23,-43.3,-65.11,69.0818,22.302254811300003
397,Kirakira,92,SB,1541371330,100,-10.46,161.92,78.03680000000004,34.2698639628
398,Ballina,88,IE,1541371330,100,54.11,-9.15,40.91180000000004,2.9527559028000003
399,Taksimo,64,RU,1541371333,81,56.36,114.84,-4.088199999999965,1.2750536852999999
400,Angol,8,CL,1541371333,87,-37.8,-72.71,50.406800000000004,5.4133858218
401,Uarini,20,BR,1541368800,74,-2.98,-65.16,84.2,4.6975662090000005
402,Onufriyivka,24,UA,1541371337,89,48.91,33.45,40.19180000000008,5.6370794508
403,Hobyo,64,SO,1541371337,90,5.35,48.53,77.54180000000008,7.8740157408
404,Bukama,8,CD,1541371337,91,-9.2,25.85,66.78680000000004,2.0579813868000003
405,Mana,0,RS,1541368800,93,43.52,20.24,46.4,1.118468145
406,Oskarshamn,48,SE,1541370000,93,57.26,16.44,48.2,6.934502499000001
407,Charlestown,1,US,1541368560,61,41.38,-71.64,51.98000000000005,4.8541517493
408,Coquimbo,0,CL,1541368800,77,-29.95,-71.34,59.0,10.289906934
409,Santo Estevao,0,BR,1541371347,69,-12.43,-39.25,78.71180000000004,8.4332498133
410,Luganville,44,VU,1541371351,97,-15.51,167.18,80.42180000000002,14.0255905383
411,Kihei,20,US,1541368560,59,20.76,-156.45,87.08000000000004,17.224409433
412,Provideniya,88,RU,1541371352,100,64.42,-173.23,37.1318,11.6768074338
413,Jalu,0,LY,1541371356,73,29.03,21.55,55.446800000000025,3.1764495318
414,Vestmannaeyjar,0,IS,1541371356,100,63.44,-20.27,33.71180000000004,12.6834287643
415,Verkhnyaya Inta,0,RU,1541371356,79,65.99,60.32,12.606799999999996,2.8409090883
416,Nantucket,1,US,1541369700,67,41.28,-70.1,44.96000000000008,4.6975662090000005
417,Bogorodskoye,0,RU,1541371356,78,52.37,140.44,22.7318,3.2882963463
418,Chimbote,0,PE,1541371357,85,-9.08,-78.59,65.2568,8.0977093698
419,Cooma,8,AU,1541371357,66,-36.24,149.13,67.01180000000005,5.6370794508
420,Hamilton,75,CA,1541368800,93,43.26,-79.87,42.8,17.224409433
421,Kyabram,92,AU,1541371357,67,-36.31,145.05,69.48680000000004,4.8541517493
422,Tarakan,64,ID,1541371358,100,3.3,117.63,79.52180000000001,2.5053686448000003
423,Baker City,1,US,1541368560,56,44.77,-117.83,59.0,4.6975662090000005
424,Oussouye,0,SN,1541368800,88,12.49,-16.54,78.80000000000001,2.23693629
425,Yurkivka,0,UA,1541371360,87,48.69,28.58,42.39680000000002,6.7555475958
426,Havelock,90,US,1541368680,86,34.88,-76.9,66.02000000000007,17.224409433
427,Aitape,44,PG,1541371363,91,-3.15,142.36,83.7068,1.9461345723
428,LOS ALGARROBOS,40,EC,1541368800,33,-3.25,-79.94,89.6,8.052970644
429,Tabou,44,CI,1541371388,100,4.42,-7.36,76.9568,3.1764495318
430,Furano,75,JP,1541370600,93,43.28,142.47,42.8,1.118468145
431,Gainesville,75,US,1541369700,94,29.65,-82.33,78.80000000000001,6.934502499000001
432,Repatriacion,0,PY,1541371389,80,-25.53,-55.95,74.0318,3.8475304188
433,Padang,92,ID,1541371389,100,-0.92,100.36,77.31680000000009,5.301539007300001
434,Plettenberg Bay,20,ZA,1541371389,95,-34.05,23.37,61.566800000000086,8.992483885799999
435,Kayerkan,76,RU,1541371390,83,69.35,87.76,7.746800000000018,7.2029348538
436,Vardo,1,US,1541369700,44,39.62,-77.74,55.400000000000006,5.816034354
437,Dalby,0,AU,1541371390,62,-27.18,151.26,83.88680000000005,5.4133858218
438,Oktyabrskoye,80,RU,1541371390,84,56.73,85.44,24.17180000000002,7.0910880393
439,Severo-Kurilsk,48,RU,1541371390,93,50.68,156.12,39.96680000000008,23.9799570288
440,Shache,92,CN,1541371391,98,38.42,77.24,31.01180000000004,2.6172154593
441,Lakes Entrance,100,AU,1541371276,83,-37.88,147.99,64.5818,3.6238367898000003
442,Broome,68,GB,1541370060,93,52.47,1.45,48.2,5.816034354
443,Lenggries,8,DE,1541370000,100,47.68,11.58,53.6,2.23693629
444,Yumen,48,CN,1541371391,74,40.29,97.04,16.386800000000036,2.6172154593
445,Ust-Ordynskiy,20,RU,1541368800,92,52.8,104.75,10.399999999999999,6.71080887
446,Kloulklubed,75,PW,1541368200,94,7.04,134.26,78.80000000000001,3.355404435
447,Morondava,0,MG,1541371392,100,-20.3,44.28,69.7568,2.5053686448000003
448,Kuching,75,MY,1541368800,100,1.56,110.34,75.2,3.5119899753
449,Cabra,48,ES,1541370600,87,37.47,-4.43,57.2,6.934502499000001
450,Sungaipenuh,44,ID,1541371405,96,-2.08,101.38,67.46180000000004,1.1632068708
451,Fauske,75,NO,1541370000,87,67.26,15.4,46.4,18.342877578
452,Parabel,88,RU,1541371409,96,58.71,81.5,24.89180000000008,7.8740157408
453,Arroyo,1,US,1541368440,60,41.39,-78.88,48.02000000000007,11.408375078999999
454,Kulunda,92,RU,1541371412,95,52.57,78.94,30.111800000000038,18.8350035618
455,Carovigno,20,IT,1541370000,93,40.71,17.66,60.8,9.171438789
456,Awjilah,0,LY,1541371417,74,29.14,21.3,56.88680000000004,3.6238367898000003
457,Gijon,40,ES,1541370600,93,43.54,-5.66,53.6,1.118468145
458,Chapayevka,75,RU,1541368800,92,53.06,158.83,28.4,2.23693629
459,Kajaani,90,FI,1541370000,93,64.22,27.73,41.0,8.052970644
460,Maldonado,0,UY,1541368800,68,-34.91,-54.96,68.0,9.171438789
461,Bonfim,75,BR,1541368800,73,-20.33,-44.24,73.4,2.23693629
462,Kasungu,0,MW,1541371418,83,-13.04,33.48,61.16180000000004,5.4133858218
463,Mayenne,64,FR,1541371418,92,48.3,-0.62,46.26680000000008,11.1175733613
464,Shimanovsk,0,RU,1541371418,69,52.0,127.67,7.1168000000000795,2.9527559028000003
465,Fortuna,0,ES,1541370600,87,38.18,-1.13,51.8,1.118468145
466,Solton,76,RU,1541371419,85,52.84,86.48,23.76680000000008,8.4332498133
467,Borogontsy,44,RU,1541371419,80,62.67,131.17,3.966800000000081,4.9659985638
468,Sao Filipe,8,CV,1541371419,100,14.9,-24.5,76.59680000000003,14.3611309818
469,Tshane,32,BW,1541371419,93,-24.02,21.87,60.17180000000002,7.7621689263
470,Ahuimanu,40,US,1541369460,72,21.44,-157.84,86.0,13.869004998000001
471,Ercis,75,TR,1541368200,93,39.03,43.36,44.6,3.355404435
472,Harwich,1,US,1541369700,70,41.69,-70.08,46.4,3.355404435
473,Saint-Augustin,0,FR,1541370600,81,44.83,-0.61,50.0,6.934502499000001
474,Podor,0,MR,1541368800,45,16.65,-14.96,82.4,2.23693629
475,Samarai,92,PG,1541371420,100,-10.62,150.67,79.11680000000008,8.4332498133
476,The Valley,40,AI,1541368800,83,18.22,-63.06,78.80000000000001,11.408375078999999
477,Nevsehir,75,TR,1541368200,62,38.62,34.71,51.8,9.171438789
478,Morki,92,RU,1541371421,95,56.43,49.0,39.24680000000002,10.7820329178
479,Maragogi,56,BR,1541371421,98,-9.01,-35.22,72.9068,5.6370794508
480,Lusambo,56,CD,1541371422,96,-4.97,23.44,71.69180000000009,1.6105941288
481,Autun,80,FR,1541370600,87,46.95,4.3,46.4,3.355404435
482,Chuy,0,UY,1541371426,92,-33.69,-53.46,59.13680000000004,9.2161775148
483,Yatou,75,CM,1541368800,100,3.63,9.81,77.0,1.118468145
484,Nakamura,75,JP,1541369400,93,35.17,136.87,60.8,1.118468145
485,Blagoveshchenka,92,RU,1541371434,100,52.83,79.87,29.2568,21.0719398518
486,Lurgan,75,GB,1541370000,93,54.46,-6.33,48.2,2.23693629
487,Ulladulla,0,AU,1541368800,68,-35.36,150.48,69.80000000000001,5.816034354
488,Lake Havasu City,1,US,1541370900,11,34.47,-114.34,82.94000000000003,6.934502499000001
489,Alyangula,88,AU,1541371437,94,-13.85,136.42,85.23680000000004,8.2095561843
490,Japura,92,ID,1541371438,98,-0.42,102.29,74.0318,2.8409090883
491,Khasan,76,RU,1541371438,100,42.43,130.64,35.73680000000004,6.8673944103
492,Shenjiamen,80,CN,1541371438,91,29.96,122.3,69.30680000000001,10.7820329178
493,Monaghan,75,GB,1541370000,93,54.25,-6.97,48.2,2.23693629
494,El Retorno,68,CO,1541371438,75,2.33,-72.63,79.79180000000008,4.4067644913
495,Abu Kamal,88,SY,1541371439,97,34.45,40.92,58.281800000000004,5.7489262653
496,Baillif,68,GP,1541368800,94,16.02,-61.75,77.0,3.355404435
497,Kuopio,75,FI,1541370000,87,62.89,27.68,42.8,9.171438789
498,Nueve de Julio,0,AR,1541371439,31,-31.67,-68.39,74.43680000000003,2.2816750158
499,Nago,75,IT,1541370000,82,45.88,10.89,62.6,5.816034354
500,Matara,92,PE,1541371440,93,-13.74,-72.9,46.44680000000002,1.9461345723
501,Bismarck,90,US,1541369700,100,46.81,-100.78,37.94000000000002,14.987473143
502,Grand Gaube,40,MU,1541368800,88,-20.01,57.66,71.6,5.816034354
503,Donghai,100,CN,1541371450,100,34.52,118.76,57.471800000000016,6.5318539668
504,Homer,1,US,1541368380,38,59.64,-151.54,39.02000000000006,9.171438789
505,Keuruu,0,FI,1541370000,93,62.26,24.71,39.2,9.171438789
506,Bafq,56,IR,1541371463,54,31.6,55.4,37.5818,1.8342877577999999
507,Pearl Lagoon,40,NI,1541368800,78,12.34,-83.67,82.4,4.6975662090000005
508,Severo-Yeniseyskiy,56,RU,1541371464,73,60.37,93.04,11.796800000000019,2.3935218303
509,Alepe,40,CI,1541368800,88,5.5,-3.66,80.6,5.816034354
510,Ruwi,0,OM,1541368200,60,23.6,58.55,68.0,2.23693629
511,Hrinova,44,SK,1541370600,100,48.58,19.53,44.6,1.2750536852999999
512,Banfora,48,BF,1541371464,85,10.64,-4.75,72.41180000000004,3.4001431608
513,Lyuban,68,BY,1541371465,94,52.8,28.0,42.89180000000008,9.7754115873
514,Shalinskoye,64,RU,1541371465,77,55.72,93.76,19.94180000000008,6.8673944103
515,Alta Floresta,24,BR,1541371465,95,-9.87,-56.08,74.12180000000002,2.6172154593
516,Changli,100,CN,1541371465,86,30.54,105.42,53.42180000000002,8.992483885799999
517,Miraflores,92,CO,1541371466,97,5.2,-73.14,54.4568,1.7224409433
518,Marzuq,0,YE,1541371466,90,14.4,46.47,44.24180000000008,2.5053686448000003
519,Tual,20,ID,1541371466,100,-5.67,132.75,83.12180000000002,2.2816750158
520,Nyurba,76,RU,1541371466,72,63.29,118.35,18.996800000000018,7.2029348538
521,Santa Rosa,48,AR,1541371467,70,-36.62,-64.29,70.97180000000003,19.2823908198
522,Beringovskiy,80,RU,1541371468,100,63.05,179.32,32.4068,6.4200071523
523,Dalvik,68,SE,1541370000,87,57.79,14.13,42.8,4.6975662090000005
524,Ginir,12,ET,1541371470,82,7.14,40.71,58.7318,4.7423049348
525,Pacifica,1,US,1541368800,72,37.61,-122.49,82.4,11.408375078999999
526,Harrisonburg,90,US,1541370900,57,38.45,-78.87,57.92000000000006,3.7356836043
527,Schattdorf,80,CH,1541368200,100,46.86,8.65,48.2,4.6975662090000005
528,Great Falls,90,US,1541368680,36,47.5,-111.29,52.7,21.921975642000003
529,Kodinsk,64,RU,1541371471,53,58.6,99.18,15.306799999999999,7.4266284828
530,Pinega,88,RU,1541371471,98,64.7,43.39,32.27180000000002,3.7356836043
531,Davila,40,PH,1541368800,100,18.47,120.58,73.4,2.23693629
532,Katsuura,40,JP,1541369700,81,33.93,134.5,53.6,8.052970644
533,Acapulco,90,MX,1541368080,83,16.86,-99.88,80.6,3.355404435
534,Port Hawkesbury,90,CA,1541368800,94,45.62,-61.36,44.6,25.277380077000004
535,Le Pradet,0,FR,1541370600,81,46.44,1.83,50.0,5.816034354
536,Ust-Nera,20,RU,1541371484,79,64.57,143.24,-20.60319999999998,2.1698282013
537,Camudmud,20,PH,1541368800,100,7.18,125.7,77.0,4.6975662090000005
538,Haines Junction,56,CA,1541371485,89,60.75,-137.51,6.981799999999996,2.3935218303
539,Kisangani,0,CD,1541371485,98,0.52,25.21,71.42180000000002,1.6105941288
540,Sistranda,0,NO,1541368200,57,63.73,8.83,50.0,20.803507497000002
541,Yarqa,8,JO,1541368800,58,31.98,35.69,55.400000000000006,6.934502499000001
542,Calbuco,75,CL,1541368800,87,-41.77,-73.13,48.2,6.934502499000001
543,Kawalu,92,ID,1541371492,99,-7.38,108.21,66.96680000000009,1.2750536852999999
544,Kayes,0,ML,1541371492,52,14.44,-11.44,76.64180000000007,5.4133858218
545,Molteno,12,ZA,1541371492,37,-31.4,26.36,45.36680000000008,5.7489262653
546,Sibu,75,MY,1541368800,100,2.29,111.83,75.2,2.23693629
547,Abbeville,76,FR,1541370600,93,50.11,1.83,48.2,6.934502499000001
548,Kushima,75,JP,1541368800,93,31.5,131.29,57.2,6.934502499000001
549,Aloleng,0,PH,1541371497,98,16.13,119.78,80.28680000000004,7.4266284828
550,Ulaangom,0,MN,1541371498,55,49.98,92.07,-15.023199999999939,1.3869004998
551,Binga,32,ZW,1541371498,75,-17.62,27.34,74.2568,7.4266284828
552,Urucara,76,BR,1541371498,93,-2.54,-57.76,78.03680000000004,1.3869004998
553,Inhambane,0,MZ,1541371499,100,-23.87,35.38,67.73179999999999,10.4464924743
554,Sisimiut,48,GL,1541371499,100,66.94,-53.67,5.046800000000019,2.3935218303
555,Verdun,90,FR,1541370600,100,49.16,5.39,44.6,5.816034354
556,Migori,8,KE,1541371499,100,-1.07,34.47,61.34180000000008,3.8475304188
557,Boralday,40,KZ,1541368800,86,43.36,76.86,28.4,4.47387258
558,Aswan,0,EG,1541371500,64,24.09,32.9,58.191800000000086,4.2949176768
559,Liverpool,75,GB,1541370000,87,53.41,-2.98,50.0,9.171438789
560,Rudnyy,75,KZ,1541368800,64,52.96,63.12,37.4,22.3693629
561,Port Blair,0,IN,1541371500,100,11.67,92.75,83.48179999999999,9.7754115873
562,Funadhoo,44,MV,1541371500,100,6.15,73.27,81.41180000000004,4.7423049348
563,Kupang,0,ID,1541371501,80,-10.16,123.6,84.60679999999999,5.1896921928
564,Sechura,0,PE,1541371501,79,-5.56,-80.82,71.69180000000009,14.137437352800001
565,Iqaluit,90,CA,1541368800,72,63.75,-68.52,12.2,4.6975662090000005
566,Thunder Bay,90,CA,1541369160,100,48.41,-89.26,35.6,21.921975642000003
567,Dzhebariki-Khaya,64,RU,1541371503,93,62.22,135.8,2.931799999999999,3.6238367898000003
568,Karwar,20,IN,1541371508,94,14.8,74.13,70.61180000000004,1.9461345723
569,Gunjur,0,GM,1541368800,83,13.18,-16.76,77.0,5.816034354
570,Manaus,75,BR,1541368800,94,-3.13,-59.98,75.2,4.0712240478
571,Requena,0,ES,1541370600,81,39.49,-1.1,50.0,2.23693629
572,Beira,75,ES,1541370600,100,43.2,-8.36,51.8,4.6975662090000005
